Data set #1
6 77 96
7 22 97
4 74 99

Data set #91
7 28
5 43
9 0 7
2 3 9
5 16 29
9 25 30
6 17 31
9 18 35
4 34 39
2 15 45
3 22 46
7 38 52
3 48 54
5 42 55
5 27 56
7 41 57
7 20 59
5 50 61
5 26 62
5 11 64
0 4 66
4 8 67
5 24 69
5 53 70
3 47 71
2 68 72
2 49 74
9 58 75
5 6 76
4 14 77
5 2 78
9 10 79
3 12 80
0 63 81
8 21 82
7 36 83
4 23 84
6 85 86
3 73 87
7 5 88
2 32 89
7 40 90
0 1 91
6 65 92
6 60 93
7 13 94
9 33 95
7 44 96
3 51 97
3 19 98
5 37 99

Data set #92
0 23
8 42
7 49
3 80
5 5 7
5 2 22
7 14 25
1 12 27
0 11 28
3 6 31
5 32 33
0 29 40
1 19 44
0 17 45
7 35 50
7 41 51
9 13 52
5 37 56
6 53 57
0 39 60
5 47 61
8 38 64
6 18 66
8 15 69
9 67 70
1 3 71
6 65 72
7 20 73
1 30 74
1 0 75
0 9 76
8 46 77
8 21 78
7 62 81
1 54 82
8 59 83
0 36 84
8 63 85
1 58 86
3 4 87
2 79 88
8 8 89
2 55 90
8 24 91
5 10 92
1 1 93
5 34 94
9 48 95
8 26 96
8 68 97
0 16 98
8 43 99

Data set #93
6 16
4 42
9 0 5
7 2 9
3 1 10
0 21 23
2 28 40
4 38 46
5 3 47
6 4 48
6 6 49
4 39 50
0 11 51
6 34 52
4 33 53
9 13 55
4 12 57
4 41 58
7 32 60
2 18 62
4 45 63
3 30 65
2 61 67
5 26 68
1 15 69
9 20 70
9 14 73
9 31 74
0 35 75
9 17 76
6 71 78
6 59 79
3 7 80
4 37 81
5 25 82
5 77 83
9 56 84
5 36 85
6 8 86
4 22 87
7 44 88
5 19 89
3 64 90
6 66 91
4 72 92
3 29 94
2 93 95
0 24 96
9 43 97
0 54 98
4 27 99

Data set #94
4 13
1 23
3 67
9 80
4 0 2
4 3 11
6 18 19
3 4 21
0 9 22
0 17 32
9 35 37
4 36 40
6 14 41
6 12 43
0 42 47
4 39 54
1 34 56
6 16 57
6 10 59
3 31 60
1 58 62
7 30 63
4 29 64
8 53 65
6 33 66
4 15 68
6 25 70
6 6 71
6 46 72
9 8 73
2 20 74
2 50 75
4 48 78
8 24 79
4 49 81
4 55 83
6 7 84
6 77 85
1 51 86
6 52 87
3 69 88
9 26 89
1 28 90
8 82 91
0 1 92
4 5 93
0 27 94
4 38 95
6 45 96
6 61 97
6 44 98
7 76 99

Data set #95
2 12
6 35
7 57
5 71
6 2 16
3 13 19
8 8 24
5 25 26
0 6 29
6 36 37
5 27 39
7 30 44
3 28 51
1 20 52
3 42 53
3 50 55
8 40 56
2 21 59
8 4 60
8 9 61
4 49 62
5 58 64
7 38 65
0 43 68
2 66 69
7 41 70
3 23 72
6 67 74
0 31 75
7 32 77
3 3 78
0 46 79
1 45 80
9 33 81
9 54 82
8 15 83
7 17 84
3 0 85
3 76 86
9 34 87
3 14 88
2 73 89
5 10 90
6 22 91
7 48 92
0 5 93
2 1 94
0 11 95
4 18 96
6 63 97
8 7 98
3 47 99

Data set #96
4 0
3 10
6 20
8 40
5 45
9 60
4 3 14
8 6 16
6 1 25
4 15 36
6 18 38
3 29 39
4 34 41
8 9 42
6 19 43
7 12 46
8 7 50
3 4 51
7 52 53
7 30 56
2 31 57
5 33 59
9 23 61
6 44 62
7 24 64
7 21 65
7 17 66
4 2 68
3 13 69
8 63 70
5 8 72
3 48 76
0 73 77
6 49 78
0 54 80
4 58 81
5 67 82
8 11 83
6 37 84
5 55 85
4 74 86
4 71 87
9 5 88
0 32 89
8 79 90
8 22 92
8 35 93
4 75 94
8 91 95
4 26 96
6 47 97
8 28 98
4 27 99

Data set #97
8 21
9 29
7 35
3 61
1 64
0 75
4 82
5 92
7 1 2
7 4 7
6 9 23
6 8 30
1 19 31
3 16 36
7 26 38
6 12 39
1 15 43
2 47 51
6 24 53
1 17 55
2 40 56
7 27 57
6 13 59
9 18 60
6 32 62
1 11 63
0 65 66
7 10 67
4 42 71
4 49 72
0 0 73
1 20 74
7 44 76
7 50 77
0 33 78
8 34 79
7 48 80
1 6 81
8 68 83
1 22 84
2 14 85
4 58 86
4 41 87
1 3 88
7 5 89
4 37 90
4 25 91
7 45 93
8 54 94
2 46 95
3 28 96
6 70 97
8 69 98
4 52 99

Data set #98
3 10
2 14
8 20
6 21
1 39
5 45
2 6 12
1 19 23
3 5 24
8 26 30
5 16 32
9 1 41
5 11 42
4 38 46
0 28 47
7 44 51
4 33 52
8 13 53
1 22 54
5 15 56
5 0 58
6 17 63
8 37 64
0 9 68
7 8 69
0 7 70
5 43 71
0 48 72
2 25 73
9 35 74
0 55 75
0 40 76
0 27 77
7 29 78
0 49 79
8 59 80
9 57 81
0 34 82
4 66 84
9 36 85
7 60 86
9 50 87
2 67 88
1 61 89
0 2 90
5 65 91
3 83 92
2 18 93
8 62 94
9 31 96
3 4 97
3 3 98
9 95 99

Data set #99
7 4
9 43
6 52
3 77
9 1 17
5 6 20
1 3 23
9 15 25
1 24 26
2 7 27
6 36 39
9 21 46
9 29 48
9 28 50
8 35 51
4 14 53
9 13 55
8 40 56
9 9 57
9 11 59
5 41 60
6 12 62
7 10 63
5 8 64
7 5 65
0 31 66
3 37 67
4 38 72
8 32 73
0 22 74
9 61 75
9 70 76
2 71 78
9 30 79
7 54 80
9 18 81
2 69 82
6 16 84
7 85 86
5 34 87
4 33 88
9 47 89
5 44 90
5 68 91
3 58 92
5 19 93
5 83 94
3 2 95
9 0 96
4 45 97
3 49 98
9 42 99

Data set #100
0 4
9 32
4 63
8 68
6 1 17
7 12 22
8 25 29
8 3 30
1 5 31
8 24 38
7 33 39
1 37 45
1 0 49
7 40 52
4 8 53
1 18 56
2 50 57
7 10 58
9 36 59
7 16 60
8 51 61
1 46 64
7 26 65
8 2 66
1 34 69
9 9 70
6 55 71
3 6 72
3 47 73
8 15 75
4 19 76
3 11 77
1 43 78
9 14 80
5 67 81
1 44 82
1 27 84
4 42 85
7 7 86
4 20 87
3 62 88
1 74 89
4 28 90
8 54 91
4 13 92
2 21 93
2 79 94
8 48 95
3 35 96
8 83 97
4 23 98
1 41 99

