Data set #1
9 154 14
10 136 72
11 88 220
12 162 17
13 80 8
14 103 43
15 162 275
16 15 121
17 105 90
18 72 42
19 154 205
20 125 252
21 142 57
22 164 267
23 104 12
24 7 30
25 135 101
26 98 194
27 158 32
28 101 72
29 77 69
30 90 38
31 158 110
32 127 45
33 4 287
34 148 125
35 5 191
36 29 213
37 45 0
38 7 76
39 157 259
40 2 180
41 157 251
42 63 151
43 15 161
44 186 57
45 16 280
46 120 112
47 22 40
48 128 73
49 38 241
50 47 274
51 79 277
52 48 38
53 51 281
54 5 279
55 193 199
56 143 36
57 78 242
58 112 226
59 97 0
60 87 272
61 76 205
62 173 219
63 77 257
64 54 279
65 8 53
66 28 84
67 90 14
68 182 168
69 4 212
70 75 11
71 186 82
72 72 18
73 34 122
74 15 176
75 42 232
76 73 36
77 162 291
78 69 234
79 129 198
80 24 222
81 195 142
82 159 127
83 56 291
84 86 221
85 199 116
86 10 45
87 198 94
88 92 298
89 44 20
90 74 17
91 135 132
92 189 104
93 178 86
94 85 107
95 1 284
96 56 110
97 165 164
98 82 233
99 62 272

Data set #48
0 83 51
1 4 20
2 44 101
3 37 153
4 14 183
5 78 259
6 162 97
7 153 258
8 141 14
9 123 222
10 120 282
11 147 280
12 41 273
13 105 187
14 76 255
15 186 147
16 17 264
17 14 30
18 147 268
19 63 220
20 141 122
21 164 30
22 171 246
23 29 233
24 40 66
25 116 246
26 166 194
27 34 96
28 128 269
29 54 299
30 181 120
31 160 45
32 66 31
33 183 187
34 188 188
35 36 119
36 103 203
37 154 138
38 19 66
39 156 295
40 16 79
41 133 22
42 5 41
43 111 264
44 125 77
45 143 116
46 20 285
47 34 44
48 200 34
49 103 107
50 141 287
51 151 141
52 187 72
53 162 88
54 196 88
55 160 157
56 178 41
57 181 132
58 28 264
59 37 108
60 169 35
61 11 279
62 108 198
63 48 150
64 62 164
65 190 170
66 135 59
67 133 299
68 57 257
69 144 216
70 139 243
71 187 18
72 87 114
73 15 180
74 184 228
75 190 288
76 105 226
77 64 33
78 87 233
79 110 26
80 67 224
81 125 223
82 86 182
83 34 48
84 23 45
85 140 165
86 199 128
87 68 191
88 131 288
89 172 81
90 21 54
91 156 197
92 88 216
93 90 2
94 110 52
95 135 105
96 72 109
97 160 54
98 129 245
99 38 64

Data set #49
0 100 164
1 199 283
2 164 147
3 187 250
4 188 225
5 180 161
6 21 40
7 94 202
8 19 235
9 155 289
10 18 177
11 164 235
12 117 124
13 180 117
14 6 272
15 71 158
16 181 197
17 59 86
18 175 12
19 196 220
20 85 292
21 135 79
22 153 229
23 102 258
24 42 48
25 181 107
26 42 41
27 4 67
28 153 98
29 21 282
30 164 146
31 149 280
32 106 102
33 177 265
34 189 204
35 11 191
36 54 32
37 48 173
38 48 44
39 193 80
40 82 102
41 21 218
42 149 253
43 153 25
44 95 38
45 171 203
46 78 137
47 115 142
48 96 48
49 73 259
50 23 283
51 44 242
52 166 22
53 171 51
54 182 101
55 109 132
56 11 183
57 106 199
58 158 127
59 72 201
60 136 66
61 59 134
62 13 155
63 105 181
64 20 24
65 188 55
66 30 47
67 57 170
68 152 259
69 148 104
70 183 33
71 119 89
72 191 80
73 61 188
74 85 153
75 76 193
76 22 225
77 102 175
78 76 53
79 77 4
80 102 39
81 76 67
82 81 108
83 63 179
84 168 88
85 21 200
86 139 259
87 13 107
88 193 166
89 36 110
90 62 159
91 108 10
92 73 285
93 55 180
94 181 128
95 32 262
96 137 151
97 44 300
98 197 220
99 17 189

Data set #50
0 140 22
1 7 188
2 150 252
3 2 136
4 120 17
5 11 218
6 73 76
7 170 50
8 52 242
9 26 240
10 79 227
11 140 113
12 57 190
13 176 59
14 162 226
15 163 223
16 78 248
17 62 239
18 27 96
19 66 216
20 43 38
21 66 226
22 86 63
23 17 258
24 91 236
25 141 156
26 167 27
27 98 163
28 136 191
29 145 19
30 114 173
31 21 284
32 25 98
33 104 96
34 81 245
35 190 210
36 31 72
37 11 30
38 44 240
39 70 208
40 93 187
41 61 19
42 100 17
43 190 169
44 195 266
45 184 133
46 106 298
47 198 36
48 100 9
49 19 7
50 65 35
51 168 278
52 109 163
53 171 211
54 33 289
55 16 89
56 115 178
57 84 46
58 49 271
59 94 83
60 180 210
61 97 128
62 187 276
63 187 150
64 12 122
65 32 270
66 16 175
67 49 188
68 129 13
69 30 268
70 180 49
71 180 207
72 67 102
73 108 29
74 71 150
75 87 149
76 119 121
77 113 128
78 165 231
79 164 149
80 116 242
81 148 153
82 170 275
83 171 132
84 186 22
85 41 201
86 27 294
87 91 136
88 155 24
89 128 158
90 111 105
91 110 267
92 192 35
93 134 233
94 58 127
95 187 29
96 44 234
97 123 265
98 193 41
99 174 125

Data set #51
0 71 31
1 1 34
2 119 50
3 101 204
4 39 213
5 139 161
6 73 228
7 84 255
8 49 196
9 31 208
10 44 220
11 164 114
12 140 159
13 144 40
14 24 272
15 38 134
16 14 257
17 145 60
18 136 119
19 199 180
20 109 110
21 135 49
22 30 71
23 183 182
24 165 263
25 66 117
26 98 268
27 143 191
28 47 16
29 190 117
30 130 268
31 6 117
32 31 158
33 136 208
34 1 269
35 199 27
36 111 110
37 168 79
38 73 196
39 193 167
40 100 186
41 75 75
42 62 165
43 26 85
44 49 231
45 113 272
46 123 73
47 172 277
48 0 300
49 195 122
50 56 172
51 165 23
52 182 10
53 168 160
54 113 253
55 100 144
56 101 153
57 139 211
58 126 33
59 111 47
60 69 52
61 68 215
62 64 106
63 155 34
64 127 96
65 65 23
66 14 119
67 178 148
68 163 182
69 137 120
70 5 124
71 56 112
72 158 135
73 100 149
74 50 269
75 184 284
76 42 26
77 181 178
78 149 232
79 35 251
80 199 141
81 193 33
82 184 76
83 99 133
84 157 214
85 3 265
86 120 94
87 127 125
88 116 216
89 146 148
90 16 118
91 156 141
92 11 214
93 112 39
94 143 61
95 51 18
96 88 74
97 132 266
98 18 79
99 69 295

Data set #52
0 22 150
1 69 139
2 23 277
3 94 287
4 39 42
5 186 203
6 12 249
7 172 246
8 115 233
9 168 160
10 20 297
11 180 200
12 193 21
13 136 206
14 169 45
15 182 150
16 143 174
17 45 283
18 113 27
19 142 51
20 22 26
21 73 15
22 53 228
23 86 15
24 199 70
25 178 22
26 165 262
27 20 164
28 145 101
29 81 129
30 169 222
31 133 205
32 65 91
33 11 85
34 187 203
35 26 38
36 150 282
37 19 57
38 127 161
39 25 143
40 129 12
41 126 106
42 79 172
43 161 110
44 52 230
45 67 255
46 156 295
47 87 163
48 29 94
49 191 36
50 136 127
51 39 256
52 119 231
53 189 290
54 112 74
55 132 209
56 128 1
57 140 187
58 142 26
59 160 181
60 164 98
61 104 59
62 62 184
63 176 140
64 73 148
65 81 69
66 71 42
67 101 114
68 130 293
69 96 182
70 159 266
71 64 14
72 76 282
73 0 22
74 148 270
75 106 102
76 174 72
77 45 284
78 1 224
79 115 89
80 66 163
81 17 246
82 106 256
83 25 288
84 69 161
85 2 88
86 88 178
87 20 220
88 121 90
89 55 290
90 96 216
91 13 30
92 81 145
93 173 140
94 36 293
95 134 294
96 194 209
97 154 99
98 33 264
99 110 179

Data set #53
0 71 126
1 193 6
2 144 196
3 126 166
4 146 21
5 151 109
6 177 160
7 70 287
8 139 104
9 6 233
10 87 261
11 117 48
12 120 107
13 155 140
14 63 30
15 130 7
16 174 300
17 47 272
18 48 119
19 100 217
20 90 103
21 43 182
22 136 143
23 112 137
24 130 165
25 14 30
26 7 265
27 143 170
28 124 192
29 55 269
30 92 284
31 83 196
32 89 247
33 49 239
34 163 155
35 134 252
36 121 103
37 82 280
38 23 186
39 189 80
40 161 31
41 88 300
42 155 16
43 164 267
44 154 13
45 123 20
46 112 212
47 157 168
48 18 216
49 197 255
50 198 76
51 17 286
52 46 3
53 87 85
54 25 122
55 11 251
56 193 115
57 102 117
58 182 100
59 96 108
60 163 267
61 197 169
62 5 46
63 39 239
64 125 84
65 196 267
66 73 281
67 28 15
68 106 45
69 14 121
70 20 221
71 106 256
72 38 252
73 4 282
74 51 37
75 81 265
76 112 160
77 143 92
78 64 256
79 74 223
80 131 142
81 80 233
82 122 95
83 88 81
84 77 116
85 97 111
86 13 168
87 24 268
88 48 292
89 156 219
90 178 115
91 196 5
92 51 168
93 49 54
94 89 298
95 175 214
96 161 106
97 115 176
98 119 202
99 155 71

Data set #54
0 106 160
1 12 63
2 161 209
3 118 38
4 20 217
5 99 16
6 174 79
7 186 284
8 166 121
9 101 284
10 26 164
11 80 101
12 44 241
13 35 148
14 133 157
15 74 6
16 136 30
17 114 144
18 177 251
19 196 75
20 42 24
21 103 287
22 99 61
23 159 124
24 39 138
25 19 136
26 9 96
27 14 193
28 25 14
29 119 20
30 16 99
31 137 12
32 144 114
33 11 247
34 150 208
35 104 104
36 97 167
37 118 57
38 24 207
39 0 276
40 65 262
41 173 282
42 77 247
43 172 232
44 24 65
45 123 72
46 56 280
47 73 133
48 173 103
49 163 289
50 176 157
51 7 292
52 57 116
53 148 59
54 192 98
55 106 75
56 137 158
57 140 129
58 113 177
59 158 140
60 165 279
61 108 50
62 187 187
63 4 23
64 188 277
65 196 57
66 172 86
67 2 21
68 166 36
69 139 227
70 175 89
71 9 276
72 125 32
73 198 284
74 176 161
75 64 223
76 112 64
77 58 141
78 143 115
79 42 211
80 38 295
81 105 143
82 167 225
83 21 259
84 4 98
85 53 249
86 96 121
87 103 247
88 62 129
89 11 293
90 146 72
91 41 251
92 83 182
93 41 6
94 113 148
95 33 208
96 178 123
97 40 6
98 134 186
99 98 199

Data set #55
0 65 183
1 107 92
2 115 42
3 152 37
4 155 109
5 199 161
6 58 3
7 48 25
8 15 52
9 178 24
10 17 15
11 115 73
12 174 152
13 184 166
14 158 87
15 12 86
16 169 59
17 118 40
18 95 171
19 153 196
20 39 260
21 32 67
22 19 294
23 45 107
24 197 236
25 10 15
26 183 26
27 121 26
28 22 38
29 47 230
30 72 113
31 93 44
32 90 38
33 131 8
34 135 234
35 184 255
36 112 188
37 29 53
38 113 161
39 20 143
40 98 160
41 168 77
42 30 252
43 164 25
44 119 82
45 153 209
46 18 291
47 126 32
48 107 76
49 143 52
50 139 56
51 63 252
52 128 294
53 14 215
54 37 65
55 43 193
56 166 260
57 19 59
58 149 181
59 196 284
60 8 231
61 3 157
62 11 140
63 78 4
64 63 213
65 8 218
66 122 130
67 61 297
68 190 297
69 102 116
70 43 190
71 81 23
72 64 255
73 108 18
74 4 168
75 26 121
76 128 223
77 126 67
78 150 194
79 178 62
80 19 207
81 44 284
82 174 82
83 30 103
84 138 275
85 168 204
86 34 132
87 51 289
88 146 275
89 38 83
90 144 233
91 115 97
92 121 140
93 118 252
94 160 61
95 87 3
96 154 286
97 175 50
98 93 244
99 34 163

Data set #56
0 90 277
1 32 128
2 50 45
3 199 203
4 73 206
5 50 272
6 131 48
7 77 126
8 111 21
9 38 112
10 18 49
11 99 290
12 19 25
13 38 273
14 147 103
15 194 283
16 88 106
17 75 238
18 132 192
19 116 285
20 78 298
21 129 76
22 106 56
23 98 295
24 62 265
25 45 174
26 90 87
27 84 217
28 134 156
29 134 18
30 61 166
31 104 125
32 2 26
33 168 51
34 22 264
35 138 103
36 20 142
37 118 266
38 140 281
39 10 286
40 126 233
41 92 22
42 55 42
43 107 224
44 180 124
45 16 165
46 125 184
47 85 218
48 79 22
49 82 17
50 183 108
51 157 62
52 130 137
53 175 47
54 10 171
55 4 142
56 40 295
57 151 177
58 178 16
59 13 145
60 34 53
61 59 108
62 161 56
63 46 201
64 69 176
65 100 203
66 164 207
67 135 161
68 128 202
69 163 105
70 26 31
71 111 222
72 185 138
73 159 152
74 29 265
75 199 254
76 151 239
77 65 283
78 78 278
79 179 152
80 3 238
81 36 171
82 73 74
83 172 88
84 146 147
85 77 151
86 122 254
87 164 125
88 83 282
89 156 4
90 1 2
91 105 38
92 47 213
93 165 155
94 168 68
95 95 251
96 119 129
97 82 158
98 189 138
99 137 157

Data set #57
0 20 151
1 156 113
2 73 218
3 73 21
4 108 147
5 153 23
6 46 293
7 24 102
8 192 17
9 117 2
10 95 59
11 182 27
12 118 297
13 157 142
14 187 113
15 84 288
16 124 220
17 169 126
18 171 278
19 94 284
20 47 168
21 105 246
22 79 109
23 103 51
24 19 263
25 141 278
26 73 185
27 149 102
28 181 155
29 166 7
30 179 147
31 64 76
32 0 243
33 135 88
34 39 104
35 162 133
36 127 40
37 172 128
38 2 236
39 179 109
40 149 139
41 34 99
42 105 79
43 189 20
44 3 288
45 88 274
46 28 277
47 36 94
48 43 42
49 4 50
50 148 161
51 149 30
52 163 181
53 32 157
54 87 297
55 110 83
56 54 234
57 8 163
58 150 16
59 153 173
60 35 206
61 45 290
62 19 99
63 60 124
64 3 8
65 82 99
66 82 230
67 110 3
68 158 74
69 182 105
70 109 246
71 156 183
72 13 14
73 43 248
74 81 111
75 131 270
76 62 211
77 35 194
78 88 183
79 8 31
80 36 56
81 192 107
82 76 120
83 45 134
84 47 237
85 71 168
86 155 84
87 194 284
88 25 104
89 163 66
90 167 36
91 126 234
92 80 268
93 12 268
94 172 165
95 158 89
96 70 103
97 75 226
98 69 296
99 81 67

Data set #58
0 76 202
1 134 173
2 184 269
3 133 141
4 64 203
5 105 251
6 28 221
7 195 294
8 74 128
9 108 24
10 133 13
11 105 31
12 96 263
13 20 121
14 47 295
15 175 56
16 195 191
17 163 152
18 196 286
19 28 234
20 148 121
21 13 283
22 25 27
23 56 259
24 186 290
25 28 148
26 78 210
27 82 264
28 186 10
29 28 40
30 93 172
31 48 57
32 94 28
33 99 253
34 29 297
35 23 260
36 166 116
37 77 192
38 109 77
39 28 43
40 121 285
41 23 245
42 146 2
43 80 183
44 173 104
45 13 49
46 200 244
47 31 89
48 81 130
49 116 212
50 197 261
51 173 207
52 155 254
53 118 123
54 144 187
55 107 129
56 106 272
57 109 248
58 102 271
59 142 160
60 142 214
61 188 182
62 57 275
63 17 7
64 124 96
65 193 180
66 148 36
67 32 206
68 172 157
69 39 205
70 40 119
71 17 101
72 173 178
73 141 126
74 27 253
75 185 196
76 131 116
77 132 106
78 30 155
79 183 277
80 88 105
81 104 171
82 19 51
83 32 41
84 37 94
85 121 253
86 56 49
87 101 50
88 33 218
89 10 262
90 68 172
91 80 131
92 35 116
93 147 196
94 24 68
95 163 93
96 41 107
97 61 64
98 173 138
99 43 258

Data set #59
0 138 284
1 26 143
2 146 91
3 72 211
4 44 51
5 23 101
6 41 137
7 132 282
8 19 221
9 66 236
10 157 158
11 134 39
12 9 146
13 188 173
14 194 127
15 103 15
16 102 3
17 9 113
18 30 2
19 114 90
20 104 296
21 36 165
22 175 73
23 71 39
24 48 95
25 114 34
26 112 199
27 38 227
28 158 104
29 89 242
30 11 270
31 50 258
32 122 22
33 100 262
34 72 73
35 132 197
36 107 97
37 11 211
38 192 174
39 140 77
40 22 276
41 41 295
42 107 226
43 191 167
44 156 57
45 176 13
46 105 32
47 5 146
48 65 261
49 149 116
50 189 296
51 99 234
52 185 185
53 127 144
54 137 244
55 27 52
56 111 50
57 136 100
58 89 160
59 56 228
60 98 170
61 87 259
62 5 257
63 15 250
64 69 251
65 13 61
66 161 258
67 180 167
68 35 180
69 63 66
70 100 285
71 162 286
72 130 30
73 158 86
74 33 47
75 83 299
76 57 247
77 22 284
78 139 143
79 180 264
80 42 156
81 171 16
82 167 90
83 151 12
84 178 279
85 1 121
86 102 108
87 105 164
88 91 59
89 197 36
90 30 223
91 197 84
92 103 1
93 39 138
94 1 100
95 196 177
96 66 201
97 107 50
98 167 185
99 3 278

Data set #60
0 53 50
1 147 161
2 113 201
3 13 210
4 107 109
5 119 216
6 71 280
7 160 126
8 170 174
9 78 97
10 34 234
11 195 150
12 77 286
13 147 76
14 187 242
15 200 4
16 77 123
17 4 56
18 155 133
19 33 16
20 95 25
21 91 216
22 65 271
23 135 97
24 74 6
25 9 247
26 101 75
27 75 234
28 164 107
29 23 172
30 34 83
31 48 179
32 147 13
33 65 74
34 189 248
35 190 286
36 90 189
37 41 203
38 17 258
39 3 221
40 35 139
41 48 235
42 89 197
43 104 105
44 40 208
45 17 39
46 104 88
47 52 66
48 111 102
49 140 245
50 88 127
51 63 197
52 191 105
53 103 299
54 53 87
55 192 136
56 110 44
57 132 131
58 197 135
59 168 144
60 198 89
61 98 218
62 140 233
63 42 185
64 68 163
65 163 209
66 196 50
67 185 269
68 180 276
69 122 46
70 92 96
71 129 114
72 200 181
73 126 234
74 89 242
75 15 72
76 161 137
77 17 28
78 105 142
79 127 78
80 83 19
81 19 34
82 101 37
83 189 55
84 95 177
85 112 48
86 41 208
87 128 185
88 149 175
89 24 191
90 53 300
91 141 18
92 181 254
93 93 96
94 166 90
95 55 142
96 3 72
97 103 94
98 33 59
99 13 280

Data set #61
0 124 124
1 16 14
2 125 102
3 99 88
4 86 85
5 59 52
6 122 68
7 110 284
8 196 231
9 86 122
10 150 268
11 19 137
12 141 82
13 127 110
14 170 204
15 81 260
16 151 4
17 188 159
18 140 80
19 177 41
20 78 84
21 60 47
22 73 280
23 62 61
24 172 296
25 70 48
26 15 53
27 9 43
28 195 234
29 92 80
30 20 44
31 101 40
32 13 89
33 58 35
34 133 271
35 82 16
36 101 7
37 185 16
38 46 167
39 152 89
40 78 258
41 179 196
42 19 129
43 189 72
44 95 114
45 67 124
46 7 111
47 49 12
48 198 206
49 186 61
50 167 34
51 3 94
52 16 125
53 106 249
54 58 154
55 176 37
56 15 38
57 61 74
58 166 11
59 148 271
60 39 47
61 10 66
62 2 54
63 154 275
64 153 47
65 192 169
66 21 112
67 32 129
68 182 262
69 63 279
70 87 28
71 173 42
72 176 45
73 49 226
74 17 166
75 70 12
76 40 149
77 29 85
78 173 203
79 86 284
80 14 158
81 52 58
82 9 27
83 159 143
84 68 119
85 141 108
86 110 32
87 152 299
88 114 194
89 195 110
90 120 9
91 98 109
92 74 17
93 148 26
94 66 137
95 178 203
96 75 160
97 142 236
98 90 62
99 8 276

Data set #62
0 75 49
1 185 143
2 42 227
3 69 262
4 100 32
5 128 236
6 34 214
7 105 150
8 144 74
9 66 201
10 50 217
11 14 242
12 70 141
13 31 2
14 76 140
15 184 97
16 78 52
17 118 21
18 21 298
19 99 70
20 188 257
21 187 234
22 101 290
23 140 98
24 155 291
25 50 80
26 195 14
27 49 270
28 5 122
29 101 17
30 19 273
31 164 25
32 17 236
33 11 49
34 132 96
35 48 91
36 152 158
37 87 228
38 48 40
39 134 189
40 30 100
41 36 142
42 18 196
43 131 52
44 70 26
45 150 3
46 180 265
47 173 95
48 92 150
49 158 282
50 30 60
51 27 24
52 58 231
53 89 155
54 127 5
55 149 21
56 19 147
57 160 11
58 137 49
59 66 71
60 44 251
61 90 268
62 76 109
63 3 5
64 13 68
65 78 197
66 56 207
67 68 286
68 49 21
69 92 258
70 45 22
71 132 231
72 53 125
73 174 185
74 96 87
75 195 248
76 188 94
77 12 118
78 158 288
79 159 128
80 73 195
81 172 182
82 37 163
83 110 166
84 134 245
85 182 253
86 100 73
87 184 86
88 123 105
89 78 26
90 104 204
91 89 260
92 45 269
93 86 175
94 70 152
95 155 165
96 153 109
97 190 250
98 73 150
99 16 295

Data set #63
0 69 157
1 122 135
2 91 179
3 188 271
4 9 90
5 161 62
6 164 127
7 82 161
8 138 267
9 46 57
10 4 184
11 85 290
12 5 24
13 55 35
14 34 295
15 47 252
16 15 82
17 142 221
18 195 192
19 0 30
20 51 112
21 84 132
22 97 99
23 136 179
24 169 110
25 163 113
26 55 137
27 60 229
28 188 229
29 15 203
30 148 190
31 167 122
32 1 190
33 84 221
34 75 24
35 166 233
36 187 242
37 161 99
38 154 105
39 99 125
40 86 100
41 107 236
42 51 30
43 119 214
44 110 217
45 76 284
46 134 185
47 144 204
48 169 177
49 74 172
50 126 127
51 173 182
52 98 62
53 103 118
54 156 191
55 123 84
56 75 281
57 33 177
58 3 101
59 163 222
60 16 298
61 92 136
62 83 227
63 88 11
64 124 256
65 132 180
66 62 248
67 106 93
68 2 94
69 60 239
70 158 10
71 6 5
72 57 228
73 165 3
74 50 291
75 67 246
76 179 121
77 166 260
78 60 228
79 92 133
80 30 300
81 75 53
82 97 41
83 43 17
84 128 202
85 181 62
86 86 255
87 115 7
88 187 121
89 31 41
90 172 191
91 52 152
92 56 38
93 6 80
94 139 165
95 90 277
96 18 114
97 126 161
98 85 83
99 16 247

Data set #64
0 6 41
1 165 161
2 196 271
3 12 82
4 138 175
5 133 90
6 42 244
7 9 165
8 158 103
9 76 4
10 155 276
11 173 136
12 25 79
13 2 129
14 131 88
15 157 172
16 179 252
17 106 45
18 185 98
19 59 82
20 150 111
21 43 258
22 116 206
23 59 176
24 59 49
25 45 0
26 34 124
27 179 156
28 91 281
29 136 49
30 6 266
31 83 238
32 122 296
33 7 115
34 151 290
35 7 151
36 146 23
37 149 295
38 198 163
39 143 271
40 100 253
41 53 220
42 7 156
43 86 21
44 180 150
45 52 86
46 92 205
47 178 95
48 107 35
49 5 70
50 57 237
51 78 202
52 102 251
53 169 277
54 146 98
55 70 58
56 91 72
57 60 127
58 55 146
59 179 262
60 71 249
61 114 173
62 169 142
63 19 221
64 97 235
65 125 59
66 54 88
67 195 37
68 126 116
69 130 90
70 82 80
71 69 5
72 181 297
73 43 267
74 92 77
75 194 190
76 108 144
77 105 275
78 137 61
79 169 268
80 108 32
81 84 44
82 127 65
83 169 14
84 65 143
85 33 296
86 51 113
87 158 205
88 164 157
89 179 176
90 71 55
91 92 279
92 176 177
93 35 39
94 159 187
95 3 174
96 32 236
97 129 72
98 135 201
99 112 103

Data set #65
0 67 135
1 80 232
2 146 148
3 109 292
4 49 218
5 73 212
6 133 56
7 178 268
8 129 286
9 25 198
10 103 1
11 123 135
12 30 25
13 96 47
14 42 276
15 186 234
16 169 208
17 110 243
18 41 162
19 18 74
20 108 210
21 70 272
22 30 139
23 109 164
24 74 148
25 41 88
26 18 254
27 118 97
28 132 31
29 29 26
30 10 22
31 63 229
32 88 72
33 128 269
34 41 147
35 63 276
36 163 182
37 139 122
38 130 130
39 165 170
40 174 111
41 27 191
42 78 205
43 88 109
44 103 152
45 76 42
46 42 208
47 129 134
48 92 193
49 52 152
50 120 51
51 188 80
52 116 192
53 120 218
54 184 71
55 132 230
56 18 238
57 197 129
58 139 113
59 88 56
60 134 19
61 174 52
62 43 220
63 105 20
64 66 73
65 143 149
66 137 99
67 43 190
68 151 69
69 194 32
70 89 40
71 113 6
72 112 109
73 25 238
74 159 106
75 18 177
76 74 243
77 80 215
78 142 284
79 34 173
80 71 292
81 80 278
82 182 186
83 150 271
84 23 273
85 164 227
86 150 266
87 51 115
88 137 258
89 151 164
90 83 191
91 13 180
92 193 243
93 92 110
94 199 171
95 10 58
96 82 208
97 83 255
98 63 10
99 4 8

Data set #66
0 67 235
1 68 188
2 30 297
3 103 272
4 109 218
5 41 293
6 69 214
7 130 4
8 12 83
9 126 171
10 3 68
11 180 127
12 68 290
13 87 241
14 172 142
15 153 100
16 39 268
17 59 228
18 31 145
19 26 258
20 134 293
21 143 132
22 160 74
23 194 224
24 180 196
25 80 38
26 76 44
27 113 114
28 80 285
29 5 54
30 79 219
31 182 166
32 0 200
33 191 159
34 189 32
35 84 145
36 6 114
37 101 109
38 91 12
39 160 44
40 107 250
41 181 189
42 42 84
43 190 52
44 67 63
45 174 295
46 81 160
47 93 228
48 41 12
49 48 299
50 56 108
51 158 184
52 70 37
53 154 218
54 86 258
55 156 40
56 5 250
57 14 297
58 38 27
59 152 275
60 3 126
61 3 132
62 175 226
63 145 58
64 195 59
65 75 218
66 170 53
67 15 194
68 111 145
69 141 62
70 144 4
71 140 273
72 53 84
73 63 186
74 137 110
75 78 287
76 182 64
77 120 29
78 60 21
79 140 300
80 159 106
81 104 56
82 126 177
83 126 226
84 178 158
85 74 288
86 168 147
87 44 43
88 177 37
89 72 135
90 176 131
91 1 175
92 170 66
93 81 60
94 34 125
95 200 267
96 183 28
97 80 68
98 110 48
99 117 115

Data set #67
0 58 43
1 47 271
2 101 230
3 67 298
4 116 102
5 6 278
6 13 180
7 109 141
8 16 259
9 184 113
10 112 141
11 34 30
12 171 13
13 94 106
14 98 122
15 66 206
16 31 158
17 123 54
18 194 223
19 155 254
20 105 39
21 41 236
22 116 192
23 33 1
24 168 102
25 143 98
26 126 138
27 153 239
28 39 268
29 4 129
30 69 116
31 161 69
32 81 261
33 76 288
34 153 1
35 47 34
36 30 253
37 200 187
38 67 4
39 142 18
40 24 243
41 68 132
42 19 147
43 141 83
44 48 273
45 92 83
46 164 185
47 97 300
48 193 250
49 190 153
50 7 79
51 155 299
52 76 143
53 97 208
54 25 49
55 132 36
56 36 59
57 100 182
58 17 295
59 44 129
60 102 129
61 29 66
62 156 27
63 94 37
64 7 285
65 33 51
66 192 270
67 27 225
68 193 268
69 139 45
70 145 110
71 57 7
72 149 141
73 22 194
74 3 194
75 17 201
76 167 112
77 186 215
78 170 46
79 176 129
80 134 177
81 162 157
82 43 163
83 74 136
84 107 196
85 186 1
86 144 55
87 101 121
88 11 246
89 117 156
90 7 296
91 43 52
92 198 142
93 12 204
94 52 258
95 16 170
96 6 123
97 176 300
98 140 15
99 136 182

Data set #68
0 63 111
1 31 151
2 10 192
3 61 286
4 192 118
5 194 267
6 159 259
7 185 166
8 132 54
9 196 190
10 149 70
11 116 54
12 175 122
13 35 205
14 177 233
15 28 116
16 133 266
17 88 1
18 194 241
19 81 221
20 135 208
21 20 19
22 24 148
23 194 106
24 104 219
25 149 85
26 155 281
27 175 241
28 33 30
29 13 281
30 62 239
31 163 274
32 173 146
33 48 258
34 168 59
35 146 203
36 100 103
37 94 133
38 113 285
39 163 0
40 139 88
41 90 32
42 30 296
43 10 280
44 116 186
45 115 18
46 35 285
47 73 11
48 131 251
49 187 44
50 166 51
51 93 236
52 59 99
53 106 56
54 48 283
55 45 25
56 185 162
57 87 284
58 83 169
59 120 255
60 115 269
61 161 59
62 185 175
63 16 73
64 1 186
65 107 286
66 96 85
67 168 55
68 28 167
69 30 64
70 176 253
71 69 274
72 93 20
73 108 33
74 136 276
75 21 3
76 179 30
77 33 1
78 177 23
79 18 295
80 199 161
81 102 236
82 5 173
83 23 59
84 40 192
85 34 11
86 132 137
87 165 106
88 116 260
89 178 150
90 130 232
91 152 170
92 78 292
93 150 235
94 117 126
95 168 245
96 150 168
97 0 226
98 137 3
99 7 182

Data set #69
0 156 263
1 197 48
2 93 182
3 130 35
4 100 21
5 98 7
6 109 254
7 194 77
8 71 104
9 13 57
10 162 98
11 99 118
12 141 211
13 62 85
14 137 95
15 50 2
16 130 119
17 142 286
18 184 290
19 15 146
20 31 35
21 154 232
22 167 100
23 20 132
24 187 217
25 18 226
26 147 250
27 162 44
28 114 288
29 164 274
30 196 205
31 152 50
32 185 182
33 79 288
34 64 201
35 80 246
36 140 252
37 13 272
38 63 40
39 91 62
40 197 190
41 189 26
42 90 2
43 45 290
44 6 164
45 18 60
46 86 271
47 0 13
48 4 61
49 143 113
50 68 22
51 110 185
52 94 161
53 168 3
54 171 216
55 29 282
56 100 108
57 200 171
58 152 180
59 23 73
60 182 42
61 7 37
62 108 265
63 79 241
64 41 135
65 127 233
66 140 87
67 146 72
68 136 143
69 96 122
70 79 282
71 49 224
72 116 20
73 45 217
74 173 160
75 73 189
76 109 136
77 66 31
78 101 154
79 3 1
80 71 264
81 137 255
82 4 226
83 139 136
84 154 268
85 82 85
86 114 90
87 80 182
88 73 29
89 88 280
90 175 246
91 45 167
92 77 214
93 83 48
94 83 267
95 68 135
96 64 166
97 163 52
98 7 145
99 140 82

Data set #70
0 174 162
1 6 180
2 40 122
3 43 186
4 75 189
5 107 255
6 192 106
7 128 106
8 146 246
9 35 112
10 60 52
11 78 224
12 24 37
13 172 11
